query_id,query,search_term,qid,label,description
3052047,翁塔纳雷斯德埃雷斯马,翁塔纳雷斯德埃雷斯马,Q1919704,翁塔纳雷斯德埃雷斯马,"human settlement in Segovia Province, Castile and León, Spain"
3052189,阿尔瓦伊达德拉尔哈拉费,阿尔瓦伊达德拉尔哈拉费,Q1465129,阿尔瓦伊达德拉尔哈拉费,municipality of Spain
3052068,马塔武埃纳,马塔武埃纳,Q2249259,马塔武埃纳,"human settlement in Segovia Province, Castile and León, Spain"
3052204,贝纳卡松,贝纳卡松,Q1628394,贝纳卡松,西班牙安達盧西亞自治區塞維利亞省的一個市鎮
3052417,桑蒂蓬塞,桑蒂蓬塞,Q568278,桑蒂蓬塞,municipality of Spain
3052648,翁卡拉,翁卡拉,Q832001,翁卡拉,municipality of Spain
3052757,博塔雷利,博塔雷利,Q1248482,博塔雷利,municipality of Spain
3052839,皮拉 (塔拉戈纳省),皮拉 (塔拉戈纳省),,,
3052923,圣海梅-德恩韦哈,圣海梅-德恩韦哈,,,
3052933,阿拉孔,阿拉孔,Q1653542,阿拉孔,"human settlement in Teruel Province, Aragon, Spain"
3052977,贝略,贝略,Q572787,贝略,"municipality located in the province of Teruel, Aragon, Spain"
3053017,卡马里利亚斯,卡马里利亚斯,Q1652442,卡马里利亚斯,"human settlement in Teruel Province, Aragón, Spain"
3053045,库夫拉 (特鲁埃尔省),库夫拉 (特鲁埃尔省),,,
3053661,圣埃乌拉利亚,圣埃乌拉利亚,,,
3053065,丰特斯卡连特斯,丰特斯卡连特斯,Q1653451,丰特斯卡连特斯,"human settlement in Teruel Province, Aragon, Spain"
3053687,乌雷亚德盖恩,乌雷亚德盖恩,Q586120,乌雷亚德盖恩,municipality of Spain
3053843,吸收帶,吸收帶,Q332829,吸收帶,range on the electromagnetic spectrum which are characteristic of a certain transition from initial to final state in a substance
3053921,纳瓦尔莫拉莱霍,纳瓦尔莫拉莱霍,Q1628828,纳瓦尔莫拉莱霍,municipality of Spain
3053820,阿尔赫斯,阿尔赫斯,Q1632009,阿尔赫斯,municipality of Spain
3053851,塞沃利亚,塞沃利亚,Q1641230,塞沃利亚,municipality of Spain
3053972,圣奥拉利亚,圣奥拉利亚,Q513767,圣奥拉利亚,"place in Castile-La Mancha, Spain"
3054014,耶莱斯,耶莱斯,Q1629195,耶莱斯,municipality of Spain
3054310,科尔韦拉德拉里韦拉,科尔韦拉德拉里韦拉,Q2045828,科尔韦拉德拉里韦拉,"human settlement in La Ribera Baixa, Valencia Province, Valencian Community, Spain"
3054423,拉福尔德萨莱姆,拉福尔德萨莱姆,Q2046233,拉福尔德萨莱姆,"human settlement in La Vall d'Albaida, Valencia Province, Valencian Community, Spain"
3054465,本塔德尔莫罗,本塔德尔莫罗,Q742947,本塔德尔莫罗,municipality of Spain
3054477,贝尼库利德克苏克尔,贝尼库利德克苏克尔,Q2074398,贝尼库利德克苏克尔,"human settlement in La Ribera Baixa, Valencia Province, Valencian Community, Spain"
3054500,埃尔塞罗德亚恩德瓦洛,埃尔塞罗德亚恩德瓦洛,Q1445364,埃尔塞罗德亚恩德瓦洛,municipality of Spain
3054586,阿尔吉斯,阿尔吉斯,Q1772283,阿尔吉斯,"human settlement in Huesca Province, Aragon, Spain"
3054539,圣巴尔托洛梅德拉托雷,圣巴尔托洛梅德拉托雷,Q1614531,圣巴尔托洛梅德拉托雷,municipality of Spain
3054887,圣埃乌拉利亚德奥斯科斯,圣埃乌拉利亚德奥斯科斯,,,
3054775,德阿,德阿,Q233337,德阿,municipality of Spain
3054918,卡马莱尼奥,卡马莱尼奥,Q1443934,卡马莱尼奥,municipality of Spain
3055026,阿鲁瓦尔,阿鲁瓦尔,Q1647643,阿鲁瓦尔,municipality of Spain
3055164,巴尔加尼翁,巴尔加尼翁,Q507404,巴尔加尼翁,municipality of Spain
3055238,埃斯特雷梅拉,埃斯特雷梅拉,Q1615876,埃斯特雷梅拉,municipality of Spain
3055460,贝拉斯科阿因,贝拉斯科阿因,,,
3055527,戈尼伊,戈尼伊,,,
3055568,伦维耶尔,伦维耶尔,,,
3055634,桑塔卡拉,桑塔卡拉,Q1647926,桑塔卡拉,西班牙纳瓦拉市镇
3057282,艾塞利托 (加利福尼亚州),艾塞利托 (加利福尼亚州),,,
3055981,尹相杰,尹相杰,Q9130920,尹相杰,中国歌手
3056064,决策到决策路径,决策到决策路径,Q5249208,决策到决策路径,
3056793,斯塔茨島,斯塔茨島,Q1629296,斯塔茨島,island in the Falkland Islands
3057590,寬政重修諸家譜,寬政重修諸家譜,Q11457490,寬政重修諸家譜,
3058527,河东狮吼2,河东狮吼2,Q11141206,河东狮吼2,2012 film
3058871,水星詩刊,水星詩刊,Q10373798,水星詩刊,
3059242,呼吸性鹼中毒,呼吸性鹼中毒,Q512654,呼吸性鹼中毒,result of a process reducing hydrogen ion concentration of arterial blood plasma (alkalemia)
3059431,拉森群島,拉森群島,Q3115912,拉森群島,islands of Antarctica
3059491,华成国际大厦,华成国际大厦,Q10905762,华成国际大厦,"building in Zhejiang, China"
3059580,找不同,找不同,Q3053964,找不同,type of puzzle
3059913,安部徹,安部徹,Q10947257,安部徹,Japanese film actor
3061433,程祖福,程祖福,Q16922209,程祖福,
3061495,光炘,光炘,Q10890600,光炘,"person, CBDB ID = 375865"
3062222,克興額,克興額,Q6395086,克興額,Inner Mongolian politician
3065102,湖埃尔西诺 (加利福尼亚州),湖埃尔西诺 (加利福尼亚州),,,
3064126,拉巴·阿布德,拉巴·阿布德,Q2467995,拉巴·阿布德,Olympic athlete of Algeria
3065189,迪纽巴 (加利福尼亚州),迪纽巴 (加利福尼亚州),,,
3060308,米什科尔齐区,米什科尔齐区,,,
3064033,以偏概全,以偏概全,,,
3061212,四格,四格,Q10925100,四格,politician
3065187,雷德布拉夫 (加利福尼亚州),雷德布拉夫 (加利福尼亚州),,,
3065953,何建军,何建军,Q5688806,何建军,中国电影导演、编剧
3066334,宣德环礁,宣德环礁,Q17023911,宣德环礁,
3067128,么荒站,么荒站,Q10877716,么荒站,"railway station in Fuxin Mongol Autonomous County, People's Republic of China"
3067438,上村幸治,上村幸治,Q9040635,上村幸治,Japanese political scientist and journalist
3067963,酒国,酒国,Q1757435,酒国,book by Mo Yan
3069020,鮑楹,鮑楹,Q11172666,鮑楹,politician
3069034,索厄島 (內赫布里底群島),索厄島 (內赫布里底群島),,,
3069821,卡马雷德德伊,卡马雷德德伊,,,
3069394,林衡瑞,林衡瑞,Q11106961,林衡瑞,Qing dynasty politician
3070023,泰卡里,泰卡里,Q1042361,泰卡里,town
3068357,铅山站,铅山站,Q17028643,铅山站,
3068386,下迪站,下迪站,Q10868733,下迪站,
3070064,巴哈杜尔加恩杰,巴哈杜尔加恩杰,Q622603,巴哈杜尔加恩杰,"town of Bihar, India"
3070277,吉托尔尼,吉托尔尼,Q1707122,吉托尔尼,human settlement
3070443,阿赫梅达巴德恰恩托恩梅恩特,阿赫梅达巴德恰恩托恩梅恩特,,,
3070491,乔尔瓦德,乔尔瓦德,,,
3070610,夏拉哈马站,夏拉哈马站,Q10932032,夏拉哈马站,"railway station in Inner Mongolia, People's Republic of China"
3070630,达盖站,达盖站,Q17061012,达盖站,"railway station in Inner Mongolia, People's Republic of China"
3070714,法拉克普尔,法拉克普尔,Q1525557,法拉克普尔,human settlement
3070974,阿尔尼亚,阿尔尼亚,Q585098,阿尔尼亚,human settlement
3071214,塞瓦伊,塞瓦伊,Q2231133,塞瓦伊,human settlement in India
3070978,沙岭庄站,沙岭庄站,Q11139939,沙岭庄站,"railway station in Shibei District, People's Republic of China"
3071395,贾里迪赫巴扎尔,贾里迪赫巴扎尔,Q2452234,贾里迪赫巴扎尔,"human settlement in Bokaro district, North Chotanagpur division, Jharkhand, India"
3071496,耶尔巴尔加,耶尔巴尔加,Q2552616,耶尔巴尔加,human settlement in India
3071564,波玛 (科罗拉多州),波玛 (科罗拉多州),Q895383,波玛 (科罗拉多州),"town in Arapahoe and Jefferson counties, Colorado, United States"
3071623,哈利耶尔,哈利耶尔,Q1708060,哈利耶尔,human settlement
3071691,埃奇沃特 (科罗拉多州),埃奇沃特 (科罗拉多州),,,
3071694,莱克赛德 (科罗拉多州),莱克赛德 (科罗拉多州),,,
3071776,阿尔玛 (科罗拉多州),阿尔玛 (科罗拉多州),,,
3071931,哈韦里,哈韦里,Q1026885,哈韦里,"town in Karnataka, India"
3071935,西尔西,西尔西,,,
3072223,苏塔利耶,苏塔利耶,Q2720283,苏塔利耶,"human settlement in Rajgarh district, Bhopal division, Madhya Pradesh, India"
3072877,贾姆凯德,贾姆凯德,Q510832,贾姆凯德,"village in Maharashtra, India"
3072284,卡尔纳瓦德,卡尔纳瓦德,Q2447662,卡尔纳瓦德,"human settlement in Dewas district, Ujjain division, Madhya Pradesh, India"
3072884,曼瓦特,曼瓦特,Q2546880,曼瓦特,"human settlement in Parbhani district, Aurangabad Division, Maharashtra, India"
3073479,莫达克,莫达克,Q14623007,莫达克,human settlement in India
3073614,古拉布普拉,古拉布普拉,Q1709684,古拉布普拉,印度拉贾斯坦邦城镇
3073790,卡鲁加姆帕图尔,卡鲁加姆帕图尔,Q2543830,卡鲁加姆帕图尔,"human settlement in Vellore district, Tamil Nadu, India"
3073890,陳增稔,陳增稔,Q16075695,陳增稔,Qing dynasty politician
3073949,潘博利,潘博利,Q2716847,潘博利,"human settlement in Tirunelveli district, Tamil Nadu, India"
3073952,瓦拉达拉詹佩泰,瓦拉达拉詹佩泰,Q2541233,瓦拉达拉詹佩泰,"human settlement in Ariyalur district, Tamil Nadu, India"
3073977,斯里拉马普拉姆,斯里拉马普拉姆,Q2716111,斯里拉马普拉姆,"human settlement in Dindigul district, Tamil Nadu, India"
3074085,乌图科泰,乌图科泰,Q2715069,乌图科泰,"Border town in Tamil Nadu next to Andhra Pradesh, on the banks of the Arani river"
3074146,塞埃拉帕利,塞埃拉帕利,Q2716421,塞埃拉帕利,"human settlement in Namakkal district, Tamil Nadu, India"
3074250,德瓦达纳帕蒂,德瓦达纳帕蒂,Q1260462,德瓦达纳帕蒂,human settlement
3074198,富代島,富代島,Q3090537,富代島,"island in the Outer Hebrides, Scotland, UK"
3074717,达拉普拉姆,达拉普拉姆,Q325951,达拉普拉姆,印度的一个城镇
3074939,比杰普尔,比杰普尔,Q796791,比杰普尔,town of Uttar Pradesh
3074589,斯亨科泰,斯亨科泰,Q2674690,斯亨科泰,"human settlement in Tirunelveli district, Tamil Nadu, India"
3074743,香港造幣廠,香港造幣廠,Q4023992,香港造幣廠,
3074672,马杜拉沃耶尔,马杜拉沃耶尔,Q2236279,马杜拉沃耶尔,suburb of Chennai
3075172,贾塔里,贾塔里,Q2441635,贾塔里,"human settlement in Aligarh district, Aligarh division, Uttar Pradesh, India"
3075078,基勒拉島,基勒拉島,Q3177597,基勒拉島,"island in Outer Hebrides, Scotland, UK"
3074887,杜尔希普尔,杜尔希普尔,Q1387355,杜尔希普尔,human settlement
3075186,金贾纳,金贾纳,Q2441593,金贾纳,human settlement in India
3075233,马里亚胡,马里亚胡,Q676662,马里亚胡,human settlement
3075331,瑙坦瓦,瑙坦瓦,Q2725709,瑙坦瓦,"human settlement in Maharajganj district, Gorakhpur division, Uttar Pradesh, India"
3075554,斯里纳加尔,斯里纳加尔,,,
3075812,巴拉克普尔钱通门特,巴拉克普尔钱通门特,Q708577,巴拉克普尔钱通门特,human settlement
3075297,博杰普尔达拉姆普尔,博杰普尔达拉姆普尔,Q795766,博杰普尔达拉姆普尔,human settlement
3075587,纳布格拉姆,纳布格拉姆,Q2563806,纳布格拉姆,"census Town in West Bengal, India"
3075479,哈普尔,哈普尔,Q11139912,哈普尔,human settlement in India
3075939,赫利賽島,赫利賽島,Q3107695,赫利賽島,"island in Outer Hebrides, Scotland, UK"
3075882,杜姆杜姆,杜姆杜姆,Q649955,杜姆杜姆,"City in West Bengal, India"
3075276,拉尔戈帕尔甘杰宁道拉,拉尔戈帕尔甘杰宁道拉,Q2237212,拉尔戈帕尔甘杰宁道拉,"human settlement in Prayagraj district, Prayagraj division, Uttar Pradesh, India"
3075713,贝尔杜比,贝尔杜比,Q2453434,贝尔杜比,"census town in West Bengal, India"
3076076,伊门施泰特,伊门施泰特,,,
3076146,罗瑟堡,罗瑟堡,,,
3076736,莫尔基希,莫尔基希,,,
3076977,韦纳尔 (犹他州),韦纳尔 (犹他州),,,
3076258,阿伦菲厄尔费尔德,阿伦菲厄尔费尔德,Q48248,阿伦菲厄尔费尔德,municipality of Germany
3076239,加尔丁,加尔丁,,,
3076796,特韦特,特韦特,Q545723,特韦特,municipality of Germany
3077445,凯灵胡森,凯灵胡森,,,
3076521,阿特尔韦尔,阿特尔韦尔,Q340999,阿特尔韦尔,municipality of Germany
3077433,埃克拉克,埃克拉克,Q633610,埃克拉克,municipality of Germany
3076321,哈茨特尔马尔施,哈茨特尔马尔施,Q20746,哈茨特尔马尔施,"municipality in the Nordfriesland district, Germany"
3077766,迈讷森,迈讷森,,,
3077240,韦斯特拉德,韦斯特拉德,Q376802,韦斯特拉德,municipality of Germany
3077834,叙普林根堡,叙普林根堡,Q593390,叙普林根堡,human settlement in Germany
3078540,奥兰治堡 (南卡罗来纳州),奥兰治堡 (南卡罗来纳州),,,
3079114,安库姆,安库姆,Q557523,安库姆,municipality of Germany
3079190,施瓦尔姆塔尔,施瓦尔姆塔尔,Q163917,施瓦尔姆塔尔,德国北莱茵-威斯特法伦州市镇
3078167,武尔斯比特尔,武尔斯比特尔,Q505582,武尔斯比特尔,"Location of the municipality of Hagen in the Bremen region, Germany"
3077981,阿尔格米森,阿尔格米森,Q574412,阿尔格米森,德国下萨克森州市镇
3078526,纽贝里 (南卡罗来纳州),纽贝里 (南卡罗来纳州),,,
3079582,美因塔尔,美因塔尔,,,
3079420,哈廷根,哈廷根,Q4082,哈廷根,德国北莱茵-威斯特法伦州市镇
3078468,伯默,伯默,,,
3079265,维珀菲尔特,维珀菲尔特,Q11045,维珀菲尔特,德國城市
3079231,弗雷兴,弗雷兴,Q6823,弗雷兴,德國的城市
3079775,格雷本海恩,格雷本海恩,Q628406,格雷本海恩,"municipality in Vogelsbergkreis in Hesse, Germany"
3079931,丹克拉特,丹克拉特,Q564983,丹克拉特,municipality of Germany
3080437,黑滕罗特,黑滕罗特,Q553829,黑滕罗特,municipality of Germany
3080391,梅特韦勒,梅特韦勒,,,
3081157,金海姆,金海姆,Q656236,金海姆,municipality of Germany
3080316,阿根施旺,阿根施旺,,,
3080376,埃肯罗特,埃肯罗特,Q563923,埃肯罗特,municipality of Germany
3080590,贝默尔,贝默尔,,,
3080090,宾根 (华盛顿州),宾根 (华盛顿州),Q863770,宾根 (华盛顿州),"city in Klickitat County, Washington, United States"
3081017,上埃尔伯特,上埃尔伯特,,,
3081184,德龙埃肯,德龙埃肯,,,
3080808,拉文吉斯堡,拉文吉斯堡,,,
3079947,莫伊斯帕特,莫伊斯帕特,Q644866,莫伊斯帕特,municipality of Germany
3081301,上魏斯,上魏斯,Q574379,上魏斯,municipality of Germany
3081801,明斯特阿珀尔,明斯特阿珀尔,,,
3081592,塔韦恩,塔韦恩,,,
3081819,格尔海姆,格尔海姆,Q566711,格尔海姆,德国莱茵兰-普法尔茨州市镇
3081909,莱默斯海姆,莱默斯海姆,,,
3081936,梅尔巴赫,梅尔巴赫,Q567627,梅尔巴赫,municipality of Germany
3082043,欣茨韦勒,欣茨韦勒,,,
3082180,宾根附近魏勒,宾根附近魏勒,,,
3082232,根辛根,根辛根,Q678407,根辛根,municipality of Germany
3082321,贝肖芬,贝肖芬,Q503273,贝肖芬,德国莱茵兰-普法尔茨州市镇
3081986,格兰河畔施泰因巴赫,格兰河畔施泰因巴赫,Q23026,格兰河畔施泰因巴赫,town in Germany
3082220,弗里森海姆,弗里森海姆,Q676753,弗里森海姆,municipality of Germany
3082484,埃伯丁根,埃伯丁根,,,
3082631,维蒂希豪森,维蒂希豪森,,,
3082644,黑尔马林根,黑尔马林根,Q83025,黑尔马林根,municipality in southern Germany
3082782,魏恩海姆,魏恩海姆,Q7050,魏恩海姆,德国巴登-符腾堡州市镇
3082950,肯青根,肯青根,Q550623,肯青根,德国巴登-符腾堡州市镇
3082962,锡蒙斯瓦尔德,锡蒙斯瓦尔德,,,
3082806,海利希克罗伊茨施泰纳赫,海利希克罗伊茨施泰纳赫,,,
3083437,弗莱施旺根,弗莱施旺根,,,
3083371,阿滕韦勒,阿滕韦勒,,,
3083265,阿默布赫,阿默布赫,,,
3083422,西普林根,西普林根,Q557628,西普林根,"municipality in Baden-Württemberg, Germany"
3083348,劳特拉,劳特拉,Q10901094,劳特拉,
3083482,伊尔门塞,伊尔门塞,Q83035,伊尔门塞,municipality in Germany
3083500,阿尔茨河畔布格基兴,阿尔茨河畔布格基兴,Q252884,阿尔茨河畔布格基兴,"municipality in Bavaria, Germany"
3083768,泰宁 (德国),泰宁 (德国),,,
3083777,菲施巴豪,菲施巴豪,Q572448,菲施巴豪,"village and municipality in Bavaria, Germany"
3083905,布鲁克米尔,布鲁克米尔,,,
3084044,贝克山 (阿拉巴马州),贝克山 (阿拉巴马州),,,
3084005,赖斯廷,赖斯廷,,,
3084979,马尔克尔科芬,马尔克尔科芬,Q511469,马尔克尔科芬,municipality of Germany
3085236,基兴代门罗伊特,基兴代门罗伊特,,,
3084261,凱爾海姆,凱爾海姆,,,
3084047,维尔德施泰格,维尔德施泰格,,,
3085303,普法科芬,普法科芬,Q490162,普法科芬,municipality of Germany
3085424,菲希特尔山,菲希特尔山,,,
3085581,马克特措伊尔恩,马克特措伊尔恩,,,
3085680,马尔洛夫斯泰因,马尔洛夫斯泰因,Q1902230,马尔洛夫斯泰因,"municipality in Bavaria, Germany"
3086150,诺伊塞斯,诺伊塞斯,Q503208,诺伊塞斯,德国市镇
3085750,西梅尔斯霍芬,西梅尔斯霍芬,Q505009,西梅尔斯霍芬,"municipality of Bavaria, Germany"
3086181,下迈廷根,下迈廷根,,,
3086224,布贝斯海姆,布贝斯海姆,Q505835,布贝斯海姆,municipality of Germany
3086391,勒格灵,勒格灵,Q504128,勒格灵,municipality of Germany
3086497,卢诺夫-斯托尔岑哈根,卢诺夫-斯托尔岑哈根,Q560013,卢诺夫-斯托尔岑哈根,德国勃兰登堡州市镇
3086477,柏林附近贝尔瑙,柏林附近贝尔瑙,Q9300,柏林附近贝尔瑙,德国勃兰登堡州市镇
3086508,梅尔基舍海德,梅尔基舍海德,Q582023,梅尔基舍海德,德国勃兰登堡州市镇
3086532,新曹黑,新曹黑,Q574761,新曹黑,德国勃兰登堡州市镇
3086645,莱格布鲁,莱格布鲁,Q531735,莱格布鲁,德国勃兰登堡州市镇
3086685,黑姆斯多夫 (勃兰登堡),黑姆斯多夫 (勃兰登堡),,,
3086710,雅各布斯多夫 (勃兰登堡),雅各布斯多夫 (勃兰登堡),,,
3086900,帕索 (勃兰登堡州),帕索 (勃兰登堡州),,,
3087090,克里斯蒂娜·洛維拉,克里斯蒂娜·洛維拉,Q3543972,克里斯蒂娜·洛維拉,Andorran sprinter
3087310,多夫梅克伦堡,多夫梅克伦堡,Q263981,多夫梅克伦堡,municipality of Germany
3087184,温多夫,温多夫,Q691778,温多夫,municipality of Germany
3087342,布吕瑟维茨,布吕瑟维茨,,,
3087763,下维尔施尼茨,下维尔施尼茨,Q57813,下维尔施尼茨,德国萨克森州市镇
3087429,巴尔吉绍,巴尔吉绍,Q557320,巴尔吉绍,德国梅克伦堡-前波美拉尼亚州市镇
3087827,罗绍,罗绍,Q71046,罗绍,德国萨克森州市镇
3087475,布林措,布林措,Q670667,布林措,municipality of Germany
3087858,诺伊马尔克,诺伊马尔克,Q819411,诺伊马尔克,"A region of the mediaeval and early modern Margraviate of Brandenburg, and later the Prussian province of Brandenburg, Germany."
3087910,下夫罗纳,下夫罗纳,Q17125,下夫罗纳,德国萨克森州市镇
3088010,拜尔斯多夫 (萨克森),拜尔斯多夫 (萨克森),,,
3088110,洛萨塔尔,洛萨塔尔,Q10751,洛萨塔尔,德国萨克森州市镇
3088158,陶哈,陶哈,Q12050,陶哈,德国萨克森州市镇
3088164,淨瑠璃,淨瑠璃,Q1361891,淨瑠璃,traditional Japanese narrative music in which a tayū sings to the accompaniment of a shamisen
3088418,海尔巴特海利根施塔特,海尔巴特海利根施塔特,,,
3088504,维森费尔德,维森费尔德,Q551964,维森费尔德,德国图林根州市镇
3088602,沃尔夫斯布尔格-翁克罗达,沃尔夫斯布尔格-翁克罗达,Q649020,沃尔夫斯布尔格-翁克罗达,德國自治市
3088617,巴尔豪森,巴尔豪森,Q669460,巴尔豪森,"municipality in Thuringia, Germany"
3088716,弗洛-塞利根塔尔,弗洛-塞利根塔尔,Q516724,弗洛-塞利根塔尔,"municipality of Thuringia, Germany"
3088837,克拉温克尔,克拉温克尔,Q568146,克拉温克尔,municipality of Germany
3088852,古特曼斯豪森,古特曼斯豪森,Q556434,古特曼斯豪森,municipality of Germany
3088869,金德尔布吕克,金德尔布吕克,Q530154,金德尔布吕克,municipality of Germany
3088913,施特劳夫海恩,施特劳夫海恩,Q559728,施特劳夫海恩,德国图林根州市镇
3089067,斯考塔塞島,斯考塔塞島,Q3180974,斯考塔塞島,"island in Outer Hebrides, Scotland, UK"
3089229,蒙克里夫島,蒙克里夫島,Q6898544,蒙克里夫島,"river island in the River Tay, Perth and Kinross, Scotland, UK"
3089321,塞灵施泰特,塞灵施泰特,,,
3089818,伯翁,伯翁,Q867232,伯翁,法国市镇
3089337,林登克罗伊茨,林登克罗伊茨,Q539097,林登克罗伊茨,德国图林根州市镇
3090140,圣菲尔曼 (上阿尔卑斯省),圣菲尔曼 (上阿尔卑斯省),,,
3090515,马尔博斯克 (阿尔代什省),马尔博斯克 (阿尔代什省),,,
3090259,吕塞朗,吕塞朗,,,
3090613,圣让鲁尔 (阿尔代什省),圣让鲁尔 (阿尔代什省),,,
3090190,奥瓦尔,奥瓦尔,,,
3090570,圣阿格雷沃,圣阿格雷沃,Q137514,圣阿格雷沃,法国阿尔代什省市镇
3090653,圣蓬斯 (阿尔代什省),圣蓬斯 (阿尔代什省),,,
3090671,圣樊尚德巴雷斯,圣樊尚德巴雷斯,Q32327,圣樊尚德巴雷斯,法国阿尔代什省市镇
3090803,卡斯泰拉 (阿列日省),卡斯泰拉 (阿列日省),,,
3090985,圣费利克斯德图尔讷加,圣费利克斯德图尔讷加,,,
3091076,阿尔松瓦,阿尔松瓦,,,
3091265,欧容河畔隆尚,欧容河畔隆尚,Q1146158,欧容河畔隆尚,法国奥布省市镇
3091281,迈济耶尔大堂区,迈济耶尔大堂区,,,
3091378,里尼拉诺纳斯 (奥布省),里尼拉诺纳斯 (奥布省),,,
3091308,蒙格厄,蒙格厄,,,
3091472,瓦讷河畔维勒莫尔,瓦讷河畔维勒莫尔,Q834779,瓦讷河畔维勒莫尔,法国奥布省旧市镇
3091540,贝塞德德索尔,贝塞德德索尔,,,
3091607,库斯图日,库斯图日,Q6660,库斯图日,法国东比利牛斯省市镇
3091616,拉迪尼达蒙,拉迪尼达蒙,,,
3091505,艾鲁,艾鲁,Q1018506,艾鲁,法国奥德省市镇
3091649,弗尔朗,弗尔朗,,,
3091863,罗克福尔-德科尔比耶,罗克福尔-德科尔比耶,,,
3091870,鲁韦纳克 (奥德省),鲁韦纳克 (奥德省),,,
3091917,塞尔雷 (奥德省),塞尔雷 (奥德省),,,
3092140,莫尔永莱奥 (阿韦龙省),莫尔永莱奥 (阿韦龙省),,,
3092237,萨尔瓦尼亚克卡雅尔克 (阿韦龙省),萨尔瓦尼亚克卡雅尔克 (阿韦龙省),,,
3092311,科尔尼隆孔富,科尔尼隆孔富,,,
3092242,索雅克,索雅克,Q1373710,索雅克,法国阿韦龙省市镇
3092343,米梅 (罗讷河口省),米梅 (罗讷河口省),,,
3092503,凯龙,凯龙,Q841286,凯龙,法国卡尔瓦多斯省市镇
3092504,拉康布,拉康布,Q838978,拉康布,法国卡尔瓦多斯省市镇
3092517,卡尔维尔,卡尔维尔,,,
3092686,拉格拉韦里耶,拉格拉韦里耶,,,
3092412,昂戈维尔,昂戈维尔,Q427700,昂戈维尔,法国卡尔瓦多斯省市镇
3092740,莱洛日索尔斯,莱洛日索尔斯,Q742228,莱洛日索尔斯,法国卡尔瓦多斯省市镇
3092828,欧日地区诺雷,欧日地区诺雷,Q863269,欧日地区诺雷,法国卡尔瓦多斯省市镇
3092902,吕西 (卡尔瓦多斯省),吕西 (卡尔瓦多斯省),,,
3093068,于西 (卡尔瓦多斯省),于西 (卡尔瓦多斯省),,,
3093174,科朗 (康塔尔省),科朗 (康塔尔省),,,
3093085,滨海韦尔,滨海韦尔,Q762471,滨海韦尔,法国卡尔瓦多斯省市镇
3093139,卡勒维内,卡勒维内,,,
3093247,蒙特尚 (康塔尔省),蒙特尚 (康塔尔省),Q340789,蒙特尚 (康塔尔省),维基媒体消歧义页
3093369,韦尔齐克 (康塔尔省),韦尔齐克 (康塔尔省),,,
3093834,苏维涅 (夏朗德省),苏维涅 (夏朗德省),,,
3093714,朗科尼 (夏朗德省),朗科尼 (夏朗德省),,,
3093962,布通河畔布朗泽,布通河畔布朗泽,,,
3094151,雅曾讷,雅曾讷,,,
3094240,佩里尼亚克 (滨海夏朗德省),佩里尼亚克 (滨海夏朗德省),,,
3094393,圣索旺 (滨海夏朗德省),圣索旺 (滨海夏朗德省),,,
3094586,拉瓦莱 (滨海夏朗德省),拉瓦莱 (滨海夏朗德省),,,
3095358,默内图库蒂尔 (谢尔省),默内图库蒂尔 (谢尔省),,,
3095195,格罗苏夫尔,格罗苏夫尔,Q730059,格罗苏夫尔,法国谢尔省市镇
3095900,多尔多涅河畔博略,多尔多涅河畔博略,Q60587245,多尔多涅河畔博略,法国科雷兹省市镇
3095948,孔布雷索,孔布雷索,,,
3096049,讷维克 (科雷兹省),讷维克 (科雷兹省),,,
3096851,多肉鯨鯰,多肉鯨鯰,Q5493560,多肉鯨鯰,South American fish
3096123,圣伊莱尔佩鲁,圣伊莱尔佩鲁,Q831074,圣伊莱尔佩鲁,法国科雷兹省市镇
3097049,沃森号车辆运输舰 (T-AKR-310),沃森号车辆运输舰 (T-AKR-310),Q7866763,沃森号车辆运输舰 (T-AKR-310),US Naval cargo ship
3097234,绍姆和库尔尚,绍姆和库尔尚,Q24950,绍姆和库尔尚,法国科多尔省市镇
3097250,西雷莱蓬泰莱,西雷莱蓬泰莱,,,
3097386,乌尔斯河畔格朗塞,乌尔斯河畔格朗塞,Q862962,乌尔斯河畔格朗塞,法国科多尔省市镇
3097407,茹埃 (科多尔省),茹埃 (科多尔省),,,
3097753,特雷克兰 (科多尔省),特雷克兰 (科多尔省),,,
3097556,贝兹河畔努瓦龙,贝兹河畔努瓦龙,Q55661,贝兹河畔努瓦龙,法国科多尔省市镇
3097767,沃希尼翁 (科多尔省),沃希尼翁 (科多尔省),,,
3097811,维莱尔帕特拉 (科多尔省),维莱尔帕特拉 (科多尔省),,,
3097854,卡洛尔冈,卡洛尔冈,Q220197,卡洛尔冈,法国阿摩尔滨海省市镇
3098008,小普莱朗,小普莱朗,Q742008,小普莱朗,法国阿摩尔滨海省市镇
3098119,圣科内克,圣科内克,Q1013125,圣科内克,法国阿摩尔滨海省市镇
3098301,东特雷,东特雷,,,
3098222,勒维约堡,勒维约堡,Q1013152,勒维约堡,法国阿摩尔滨海省市镇
3098336,利济耶尔,利济耶尔,Q202743,利济耶尔,法国克勒兹省市镇
3098369,朗乌艾尔 (克勒兹省),朗乌艾尔 (克勒兹省),,,
3098469,圣西万贝勒加尔德,圣西万贝勒加尔德,,,
3098508,欧日尼亚克,欧日尼亚克,Q471565,欧日尼亚克,法国多尔多涅省市镇
