id,type,label-zh,label-zh-hans,label-zh-cn,label-zh-tw,label-yue,label-kk,label-en,description-zh,description-zh-hans,description-zh-cn,description-zh-tw,description-yue,description-en,alias-zh,alias-en,zhwiki,zh_yuewiki,kkwiki,enwiki,alias-kk,description-kk
Q3571,item,,,,,,,Category:Slovenia in the Eurovision Song Contest,维基媒体项目分类,,,,維基媒體分類,Wikimedia category,,,,,,https://en.wikipedia.org/wiki/Category:Slovenia in the Eurovision Song Contest,,
Q3586,item,东爪哇省,东爪哇省,东爪哇省,,東爪哇,,East Java,印度尼西亞省,,印度尼西亚省份,,,"province of Indonesia, on island of Java","東爪哇, 東爪哇省, 东爪洼省","Jatim, Province of East Java, East Java province, Jawa Timur, East Java Province",https://zh.wikipedia.org/wiki/东爪哇省,https://zh-yue.wikipedia.org/wiki/東爪哇,,https://en.wikipedia.org/wiki/East Java,,
Q3592,item,韦莱佐洛梅利纳,,,,,Велеццо-Ломеллина,Velezzo Lomellina,意大利市镇,,,,,Italian comune,,,https://zh.wikipedia.org/wiki/韦莱佐洛梅利纳,,https://kk.wikipedia.org/wiki/Велеццо-Ломеллина,https://en.wikipedia.org/wiki/Velezzo Lomellina,,
Q3595,item,沙泽勒,,,,"Chazelles, Charente",,Chazelles,法国夏朗德省市镇,法国市镇,,,,"commune in Charente, France",,,https://zh.wikipedia.org/wiki/沙泽勒,"https://zh-yue.wikipedia.org/wiki/Chazelles, Charente",,"https://en.wikipedia.org/wiki/Chazelles, Charente",,
Q3601,item,卡尔维尼亚诺,,,,,Кальвиньяно,Calvignano,意大利市镇,,,,,Italian comune,,,https://zh.wikipedia.org/wiki/卡尔维尼亚诺,,https://kk.wikipedia.org/wiki/Кальвиньяно,https://en.wikipedia.org/wiki/Calvignano,,
Q3602,item,安達科約,安达科约,,,,,Andacollo,,位于智利科金博大区埃尔基省的城镇,,,,"city and commune in the Elqui Province, Coquimbo Region, Chile",,,https://zh.wikipedia.org/wiki/安達科約,,,https://en.wikipedia.org/wiki/Andacollo,,
Q3603,item,杰克·安杰尔,杰克·安杰尔,杰克·安吉尔,,,,Jack Angel,,,,,,American voice actor (1930–2021),"傑克·安吉, 傑克·安傑爾, 杰克·安吉尔, 傑克·天使, 傑克·安奇, 傑克·安吉爾",,,,,https://en.wikipedia.org/wiki/Jack Angel,,
Q3614,item,,,,,,,occipital nerve stimulation,,,,,,medical treatment,,peripheral nerve stimulation of the occipital nerves,,,,https://en.wikipedia.org/wiki/Occipital nerve stimulation,,
Q3618,item,萊姆猶太會堂,,,,,,Remuh Synagogue,,,,,,"Synagogue in Kraków, Poland",,Rema Synagogue,https://zh.wikipedia.org/wiki/萊姆猶太會堂,,,https://en.wikipedia.org/wiki/Remah Synagogue,,
Q3626,item,智利南极领地,,,,,,Chilean Antarctic Territory,,,,,,Chile's territorial claim in Antarctica,,"Chilean Antarctica, Antártica, Antarctic Chile, Antartica",https://zh.wikipedia.org/wiki/智利南极领地,,,https://en.wikipedia.org/wiki/Chilean Antarctic Territory,,
Q3671,item,賈斯汀·喬維克,贾斯廷·查德威克,贾斯廷·查德威克,,,,Justin Chadwick,,,,,,British actor and director,"賈斯丁·喬維克, 賈斯汀·查德威克, 贾斯廷·查德威克, 贾斯汀·查德威克, 贾斯汀‧查德威克",,,,,https://en.wikipedia.org/wiki/Justin Chadwick,,
Q3675,item,湿婆金庙,,,,,,Kashi Vishwanath Temple,,,,,,"Hindu temple in Varanasi, Uttar Pradesh, India",,"Kashi Viswanath Temple, Kashi Vishvanath, Kashi temple, Vishwanath Temple, Viswanathaswamy temple, Kasi Viswanath Temple, Kashi Vishwanath, Kashi Vishvanath Temple, Kasi, Golden Temple, Benares",https://zh.wikipedia.org/wiki/湿婆金庙,,,https://en.wikipedia.org/wiki/Kashi Vishwanath Temple,,
Q3679,item,,,,,,Ансериш,Anceriz,,,,,,locality and former civil parish in Portugal,,,,,https://kk.wikipedia.org/wiki/Ансериш,,,
Q3680,item,克拉斯诺达尔边疆区,克拉斯诺达尔边疆区,克拉斯诺达尔边疆区,,克拉斯諾達爾邊疆區,,Krasnodar Krai,俄罗斯第一级行政区划,,,,,administrative division (krai) in the North Caucasus region of southern Russia,,Krasnodarsky kray,https://zh.wikipedia.org/wiki/克拉斯诺达尔边疆区,https://zh-yue.wikipedia.org/wiki/克拉斯諾達爾邊疆區,,https://en.wikipedia.org/wiki/Krasnodar Krai,,
Q3708,item,卡尔德拉,卡尔德拉,,,,,Caldera,,,,,,Chilean city,,Caldera and Bahía Inglesa,https://zh.wikipedia.org/wiki/卡爾德拉,,,"https://en.wikipedia.org/wiki/Caldera, Chile",,
Q3736,item,卡拉韋,卡拉韦,,,,,Carahue,,,,,,city and commune in southern Chile,,,https://zh.wikipedia.org/wiki/卡拉韋,,,https://en.wikipedia.org/wiki/Carahue,,
Q3742,item,卡薩布蘭卡,卡萨布兰卡,,,,,Casablanca,智利城市,,,,,Chilean commune,,,https://zh.wikipedia.org/wiki/卡薩布蘭卡 (智利),,,"https://en.wikipedia.org/wiki/Casablanca, Chile",,
Q3749,item,考克內斯,考克内斯,,,,,Cauquenes,,,,,,city in Chile,,,https://zh.wikipedia.org/wiki/考克內斯,,,https://en.wikipedia.org/wiki/Cauquenes,,
Q3750,item,格拉,,,,格拉,,Gera,,德国的一个城市,,,,"town in Thuringia, Germany",,,https://zh.wikipedia.org/wiki/格拉,https://zh-yue.wikipedia.org/wiki/格拉,,https://en.wikipedia.org/wiki/Gera,,
Q3751,item,普拉亚,普拉亚,普拉亚,培亞,培亞,Прая,Praia,佛得角共和国的首都,,佛得角共和国的首都,,,capital of Cape Verde,培亞,,https://zh.wikipedia.org/wiki/培亞,https://zh-yue.wikipedia.org/wiki/培亞,https://kk.wikipedia.org/wiki/Прая,https://en.wikipedia.org/wiki/Praia,,
Q3752,item,邁科普,迈科普,,,邁科普,Майкоп,Maykop,阿迪格共和国的首都,俄罗斯城市,,,,city in the south of Russia,,,https://zh.wikipedia.org/wiki/邁科普,https://zh-yue.wikipedia.org/wiki/邁科普,https://kk.wikipedia.org/wiki/Майкоп,https://en.wikipedia.org/wiki/Maykop,,
Q3761,item,阿克拉,阿克拉,阿克拉,阿克拉,阿克拉,Аккра,Accra,加纳首都,,,,,capital city of Ghana,,,https://zh.wikipedia.org/wiki/阿克拉,https://zh-yue.wikipedia.org/wiki/阿克拉,https://kk.wikipedia.org/wiki/Аккра,https://en.wikipedia.org/wiki/Accra,,
Q3769,item,法屬圭亞那,法属圭亚那,法属圭亚那,法屬圭亞那,法屬圭亞那,Француз Гвианасы,French Guiana,位于南美洲圭亚那地区的法国海外省,法国海外属地,位于圭亚那地区的法国海外属地,位於圭亞那地區的法國海外屬地,,French overseas department and region in South America,法属圭亚那,"gf, 🇬🇫, Guyane, Guyane française, Guiana, France, GF, Guiana",https://zh.wikipedia.org/wiki/法屬圭亞那,https://zh-yue.wikipedia.org/wiki/法屬圭亞那,https://kk.wikipedia.org/wiki/Француз Гвианасы,https://en.wikipedia.org/wiki/French Guiana,,
Q3794,item,,,,,,,Laurent Dauthuille,,,,,,French boxer,,,,,,https://en.wikipedia.org/wiki/Laurent Dauthuille,,
Q3796,item,科布克庫拉,科布克库拉,,,,,Cobquecura,,,,,,Chilean town and commune,,,https://zh.wikipedia.org/wiki/科布克庫拉,,,https://en.wikipedia.org/wiki/Cobquecura,,
Q3799,item,波多诺伏,波多诺伏,波多诺伏,,波圖奴埠,Порто-Ново,Porto-Novo,贝宁共和国的首都,,,,,capital of Benin,沃港,,https://zh.wikipedia.org/wiki/波多诺伏,https://zh-yue.wikipedia.org/wiki/波圖奴埠,https://kk.wikipedia.org/wiki/Порто-Ново,https://en.wikipedia.org/wiki/Porto-Novo,,
Q3802,item,哈瑙,哈瑙,哈瑙,,,,Hanau,德国黑森州城市,,,,,"city in Main-Kinzig-Kreis in Hesse, Germany",,,https://zh.wikipedia.org/wiki/哈瑙,,,https://en.wikipedia.org/wiki/Hanau,,
Q3811,item,Category:体育模板,,,,Category:運動模,Санат:Үлгілер:Спорт,Category:Sports templates,维基百科分类,维基媒体分类,维基媒体分类,維基媒體分類,Wikimedia:分類,Wikimedia category,,,https://zh.wikipedia.org/wiki/Category:体育模板,https://zh-yue.wikipedia.org/wiki/Category:運動模,https://kk.wikipedia.org/wiki/Санат:Үлгілер:Спорт,https://en.wikipedia.org/wiki/Category:Sports templates,,
Q3823,item,,,,,,,Neustadt-Nord,,,,,,city quarter No. 104 of Cologne,,"Cologne-Neustadt-Nord, Köln-Neustadt-Nord",,,,,,
Q3825,item,利伯维尔,利伯维尔,利伯维尔,,利伯維爾,,Libreville,加蓬共和国的首都以及河口省省会,,加蓬共和国的首都,,,capital of Gabon,,,https://zh.wikipedia.org/wiki/利伯维尔,https://zh-yue.wikipedia.org/wiki/利伯維爾,,https://en.wikipedia.org/wiki/Libreville,,
Q3830,item,新城-南,,,,,,Neustadt-Süd,,,,,,"city quarter No. 102 of Cologne, Germany",,"Köln-Neustadt-Süd, Neustadt/Süd",,,,https://en.wikipedia.org/wiki/Neustadt-Süd,,
Q3838,item,金沙萨,金沙萨,金沙萨,金夏沙,金沙薩,Киншаса,Kinshasa,刚果民主共和国的首都,,,,,capital and the largest city of the Democratic Republic of the Congo,金夏沙,"Léopoldville, Leopoldstad, Leopoldville",https://zh.wikipedia.org/wiki/金夏沙,https://zh-yue.wikipedia.org/wiki/金沙薩,https://kk.wikipedia.org/wiki/Киншаса,https://en.wikipedia.org/wiki/Kinshasa,,
Q3843,item,科利普利,,,,,,Collipulli,智利城市,,,,,city and commune in southern Chile,科伊普伊,,https://zh.wikipedia.org/wiki/科伊普伊,,,https://en.wikipedia.org/wiki/Collipulli,,
Q3851,item,孔查利,,,,,,Conchalí,,,,,,commune of Chile,,Conchali,https://zh.wikipedia.org/wiki/孔查利,,,https://en.wikipedia.org/wiki/Conchalí,,
Q3863,item,小行星,小行星,小行星,小行星,小行星,астероид,asteroid,不是彗星的小行星,,,,,minor planet of the inner Solar System; not a comet,,"planetoid, asteroids",https://zh.wikipedia.org/wiki/小行星,https://zh-yue.wikipedia.org/wiki/小行星,https://kk.wikipedia.org/wiki/Астероид,https://en.wikipedia.org/wiki/Asteroid,,
Q3874,item,吉森,吉森,吉森,基森,,Гиссен,Giessen,德国城市,,,,,"seat of Landkreis Gießen and city in Hesse, Germany",吉布拉恩,Gießen,https://zh.wikipedia.org/wiki/吉森,,https://kk.wikipedia.org/wiki/Гиссен,https://en.wikipedia.org/wiki/Giessen,,
Q3875,item,科拉爾,科拉尔,,,,,Corral,,,智利市镇,,,Chilean town,,,https://zh.wikipedia.org/wiki/科拉爾 (智利),,,"https://en.wikipedia.org/wiki/Corral, Chile",,
Q3881,item,路沙卡,卢萨卡,卢萨卡,路沙卡,盧薩卡,,Lusaka,赞比亚的首都,,,,,capital of Zambia,,,https://zh.wikipedia.org/wiki/路沙卡,https://zh-yue.wikipedia.org/wiki/盧薩卡,,https://en.wikipedia.org/wiki/Lusaka,,
Q3886,item,多斯滕,,,,,Дорстен,Dorsten,,,,,,"town in Recklinghausen District, in North Rhine-Westphalia, Germany",,,https://zh.wikipedia.org/wiki/多斯滕,,https://kk.wikipedia.org/wiki/Дорстен,https://en.wikipedia.org/wiki/Dorsten,,
Q3908,item,加利西亚,,,,加利西亞,Галисия,Galicia,西班牙自治区和一级行政区划,,,,,autonomous community of Spain,加里西亚,"Galiza, Galicia (Spain)",https://zh.wikipedia.org/wiki/加利西亚 (西班牙),https://zh-yue.wikipedia.org/wiki/加利西亞,https://kk.wikipedia.org/wiki/Галисия,https://en.wikipedia.org/wiki/Galicia (Spain),,
Q3913,item,二進制,二进制,,二進制,二進制,Санаудың екілік жүйесі,binary numeral system,進位記數系統,以2为底数的计数系统,,,,system that represents numeric values using two symbols; 0 or 1,二进制,"base 021, J^2-O^2, Binary number",https://zh.wikipedia.org/wiki/二进制,https://zh-yue.wikipedia.org/wiki/二進制,https://kk.wikipedia.org/wiki/Екілік санау жүйесі,https://en.wikipedia.org/wiki/Binary number,,
Q3936,item,班贝格,班贝格,班贝格,,班堡,Бамберг,Bamberg,德国巴伐利亚州城市,,,,,"town in Bavaria, Germany",巴姆貝格,Town of Bamberg,https://zh.wikipedia.org/wiki/班贝格,https://zh-yue.wikipedia.org/wiki/班堡,https://kk.wikipedia.org/wiki/Бамберг,https://en.wikipedia.org/wiki/Bamberg,,
Q3941,item,阿斯特拉罕州,,,,阿斯特拉罕州,Астрахан облысы,Astrakhan Oblast,俄羅斯州份,,,,,oblast of Russia,,Astrakhan Oblast (Russia),https://zh.wikipedia.org/wiki/阿斯特拉罕州,https://zh-yue.wikipedia.org/wiki/阿斯特拉罕州,https://kk.wikipedia.org/wiki/Астрахан облысы,https://en.wikipedia.org/wiki/Astrakhan Oblast,,
Q3942,item,阿沙芬堡,阿沙芬堡,阿沙芬堡,阿沙芬堡,阿沙芬堡,Ашаффенбург,Aschaffenburg,德国巴伐利亚州城市,,,,,"town in Bavaria, Germany",,,https://zh.wikipedia.org/wiki/阿沙芬堡,https://zh-yue.wikipedia.org/wiki/阿沙芬堡,,https://en.wikipedia.org/wiki/Aschaffenburg,,
Q3949,item,翁納,翁纳,翁纳,,,Унна,Unna,德国北莱茵-威斯特法伦城市,,,,,"town in Unna District, in North Rhine-Westphalia, Germany",乌纳,,https://zh.wikipedia.org/wiki/翁納,,https://kk.wikipedia.org/wiki/Унна,https://en.wikipedia.org/wiki/Unna,,
Q3954,item,尼普顿,,,,涅普頓,,Neptune,,,,,,"Roman god of water, particularly the sea, considered equivalent to the Greek Poseidon",,"Neptunus, Poseidon",https://zh.wikipedia.org/wiki/尼普顿,https://zh-yue.wikipedia.org/wiki/涅普頓,,https://en.wikipedia.org/wiki/Neptune (mythology),,
Q3955,item,魏玛,,,,威瑪,Веймар,Weimar,德国图林根州城市,德国的一个城市,,,,"city in the federal state of Thuringia, Germany",,,https://zh.wikipedia.org/wiki/魏玛,https://zh-yue.wikipedia.org/wiki/威瑪,https://kk.wikipedia.org/wiki/Веймар,https://en.wikipedia.org/wiki/Weimar,,
Q3996,item,,,,,,,V. P. Kalairajan,,,,,,Indian politician,,,,,,https://en.wikipedia.org/wiki/V. P. Kalairajan,,
Q3997,item,,,,,,,Nalai Manithan,,,,,,1989 Tamil film directed by Velu Prabhakaran,,,,,,https://en.wikipedia.org/wiki/Naalai Manithan,,
Q4000,item,,,,,,,Mahajana College,,,,,,"provincial school in Tellippalai, Sri Lanka",,,,,,"https://en.wikipedia.org/wiki/Mahajana College, Tellippalai",,
Q4002,item,,,,,,,Rozpor,,,,,,punk band from Bratislava,,,,,,https://en.wikipedia.org/wiki/Rozpor,,
Q4003,item,,,,,,,Category:Armenian genocide memorials,维基媒体项目分类,,,,維基媒體分類,Wikimedia category,,,,,,https://en.wikipedia.org/wiki/Category:Armenian genocide memorials,,
Q4006,item,地圖,地图,地图,地圖,地圖,Географиялық карта,map,根據一定的數學法則，將地球或其他星球的自然現象和社會現象通過概括和符號縮繪在平面上的圖形,,,根據一定的數學法則，將地球或其他星球的自然現象和社會現象通過概括和符號縮繪在平面上的圖形,,"visual representation of a concept space; symbolic depiction emphasizing relationships between elements of some space, such as objects, regions, or themes",地图,"geographic map, plan, chart, maps, charts",https://zh.wikipedia.org/wiki/地图,https://zh-yue.wikipedia.org/wiki/地圖,https://kk.wikipedia.org/wiki/Карта,https://en.wikipedia.org/wiki/Map,Карта,
Q4009,item,拉美西斯九世,,,,,,Ramesses IX,,,,,,Egyptian pharaoh of the 20th dynasty,,"Ramses IX, Amon-her-khepshef Khaemwaset",https://zh.wikipedia.org/wiki/拉美西斯九世,,,https://en.wikipedia.org/wiki/Ramesses IX,,
Q4053,item,,,,,,,Mravenečník,,,,,,mountain in Czech Republic,,Mravenecnik,,,,,,
Q4074,item,奧伊斯基興,奥伊斯基兴,,,,Ойскирхен,Euskirchen,,,,,,"town in the Euskirchen district, in North Rhine-Westphalia, Germany",,,https://zh.wikipedia.org/wiki/奧伊斯基興,,https://kk.wikipedia.org/wiki/Ойскирхен,https://en.wikipedia.org/wiki/Euskirchen,,
Q4075,item,,,,,,,Lyon OU,,,,,,French rugby union team,,"Lyon Olympique Universitaire, LOU Rugby",,,,https://en.wikipedia.org/wiki/Lyon OU Rugby,,
Q4094,item,希尔登,希尔登,,,,Хильден,Hilden,,,,,,"town in the district of Mettmann, in North Rhine-Westphalia, Germany",,,https://zh.wikipedia.org/wiki/希爾登,,https://kk.wikipedia.org/wiki/Хильден,https://en.wikipedia.org/wiki/Hilden,,
Q4097,item,Π介子,,,,Π介子,Пион,pion,,,,,,lightest meson with a quark and an antiquark,,"pi meson, pi-meson, π-meson",https://zh.wikipedia.org/wiki/Π介子,https://zh-yue.wikipedia.org/wiki/Π介子,https://kk.wikipedia.org/wiki/Пион,https://en.wikipedia.org/wiki/Pion,,
Q4100,item,巴登-巴登,,,,巴登巴登,Баден-Баден,Baden-Baden,德国巴登-符腾堡城市,,,,,"town in Baden-Württemberg, Germany",,"Baden Baden, Baden-Baden, Germany",https://zh.wikipedia.org/wiki/巴登-巴登,https://zh-yue.wikipedia.org/wiki/巴登巴登,https://kk.wikipedia.org/wiki/Баден-Баден,https://en.wikipedia.org/wiki/Baden-Baden,,
Q4101,item,前15年,,,,前15年,Б. з. д. 15 жыл,15 BC,年份,年份,,,年,year,,"15BC, 15 BCE, 739 AUC",https://zh.wikipedia.org/wiki/前15年,https://zh-yue.wikipedia.org/wiki/前15年,https://kk.wikipedia.org/wiki/Б. з. д. 15 жыл,https://en.wikipedia.org/wiki/15 BC,"Б.з.д. 15 жыл, Б. з. д. 15, Б. з. д. 15 ж.",
Q4102,item,里昂-布龙机场,,,,,,Lyon-Bron Airport,,,,,,"airport in Bron, France",,"LYN, LFLY, Bron Airport, LYON-BRON",,,,https://en.wikipedia.org/wiki/Lyon–Bron Airport,,
Q4112,item,,,,,,,Stoneyburn,,,,,,"village in West Lothian, Scotland, UK",,,,,,https://en.wikipedia.org/wiki/Stoneyburn,,
Q4114,item,迪克德曼,,,,,,Dechmont,,,,,,"village in West Lothian, Scotland, UK",爹薯蒙,Deagh Mohandh,,,,https://en.wikipedia.org/wiki/Dechmont,,
Q4126,item,施韦因富特,施韦因富特,施韦因富特,什文福,舒雲霍特,Швайнфурт,Schweinfurt,德国城市,,,,,"city in the district of Lower Franconia in Bavaria, Germany",,,https://zh.wikipedia.org/wiki/施韦因富特,https://zh-yue.wikipedia.org/wiki/舒雲霍特,https://kk.wikipedia.org/wiki/Швайнфурт,https://en.wikipedia.org/wiki/Schweinfurt,,
Q4128,item,路易·阿拉贡,,,,,Луи Арагон,Louis Aragon,,,,,,French poet (1897–1982),路易斯·阿拉贡,"Louis Andrieux, Albert de Routisie, Arnaud de Saint Romain, François la Colère",https://zh.wikipedia.org/wiki/路易·阿拉贡,,https://kk.wikipedia.org/wiki/Луи Арагон,https://en.wikipedia.org/wiki/Louis Aragon,,
Q4131,item,漢密爾頓,汉密尔顿,,,,,Hamilton,,英国苏格兰南拉纳克郡一城市,,,,"town in South Lanarkshire, Scotland, UK",漢米爾頓,"Hamaltan, Cadȝow, Cadzow, Hamiltoun, Hamilton, Scotland, Hamilton (Scotland), Hamilton, Lanarkshire, Hamilton, South Lanarkshire",https://zh.wikipedia.org/wiki/漢密爾頓 (南拉納克郡),,,"https://en.wikipedia.org/wiki/Hamilton, South Lanarkshire",,
Q4152,item,新天鹅堡,新天鹅堡,新天鹅堡,,新天鵝堡,Нойшванштайн,Neuschwanstein Castle,在德國巴伐利亞州的宮殿,,,,,"castle in Bavaria, Germany, Europe","新天鹅城堡, 新天鵝石城堡, 新天鹅石宫",Neuschwanstein,https://zh.wikipedia.org/wiki/新天鹅城堡,https://zh-yue.wikipedia.org/wiki/新天鵝堡,https://kk.wikipedia.org/wiki/Нойшванштайн,https://en.wikipedia.org/wiki/Neuschwanstein Castle,,
Q4153,item,,,,,,,George Bournoutian,,,,,,Iranian-American professor and historian (1943–2021),,George A. Bournoutian,,,,https://en.wikipedia.org/wiki/George Bournoutian,,
Q4161,item,Category:各大洲大學,,,,,,Category:Universities and colleges by continent,维基媒体项目分类,,,,維基媒體分類,Wikimedia category,,Category:Colleges and universities by continent,https://zh.wikipedia.org/wiki/Category:各大洲大學,,,https://en.wikipedia.org/wiki/Category:Universities and colleges by continent,,
Q4166,item,Category:塔吉克苏维埃社会主义共和国,,,,,,Category:Tajik Soviet Socialist Republic,维基媒体项目分类,,,,維基媒體分類,Wikimedia category,,,https://zh.wikipedia.org/wiki/Category:塔吉克苏维埃社会主义共和国,,,https://en.wikipedia.org/wiki/Category:Tajik Soviet Socialist Republic,,
Q4190,item,帕绍,,,,帕紹,Пассау,Passau,德國巴伐利亞邦東部的一座直轄市,,,,,"town in Lower Bavaria, Germany",,,https://zh.wikipedia.org/wiki/帕绍,https://zh-yue.wikipedia.org/wiki/帕紹,https://kk.wikipedia.org/wiki/Пассау,https://en.wikipedia.org/wiki/Passau,,
Q4194,item,紹爾蘭,绍尔兰,绍尔兰,,,,Sauerland,,,,,,"rural, hilly area in North Rhine-Westphalia, Germany","绍尔兰, 紹爾蘭山區",,,,,https://en.wikipedia.org/wiki/Sauerland,,
Q4201,item,前42年,,,,前42年,Б. з. д. 42 жыл,42 BC,年份,年份,,,年,year,永光二年,"42 BCE, 42BC",https://zh.wikipedia.org/wiki/前42年,https://zh-yue.wikipedia.org/wiki/前42年,https://kk.wikipedia.org/wiki/Б. з. д. 42 жыл,https://en.wikipedia.org/wiki/42 BC,"Б. з. д. 42 ж., Б. з. д. 42, Б.з.д. 42 жыл",
Q4209,item,前47年,,,,前47年,Б. з. д. 47 жыл,47 BC,年份,年份,,,年,year,,"47 BCE, 47BC",https://zh.wikipedia.org/wiki/前47年,https://zh-yue.wikipedia.org/wiki/前47年,https://kk.wikipedia.org/wiki/Б. з. д. 47 жыл,https://en.wikipedia.org/wiki/47 BC,"Б.з.д. 47 жыл, Б. з. д. 47 ж., Б. з. д. 47",
Q4219,item,红毛山脉,红毛山脉,红毛山脉,,,,Rothaar Mountains,,,,,,"mountain range in North Rhine-Westphalia and Hesse, Germany",,Rothaar,,,,https://en.wikipedia.org/wiki/Rothaar Mountains,,
Q4230,item,南美洲国家联盟,南美洲国家联盟,南美洲国家联盟,南美洲國家聯盟,南美洲國家聯盟,,Union of South American Nations,組織,,,,,intergovernmental union,"南美共同体, 南美洲国家共同体, 南美国家共同体","South American Union of Nations, South America Union, USAN, Comunidad Sudamericana de Naciones, South American Community of Nations, SACN, Unasul, South American Community, UNASUR, South American Free Trade Area, Union of South American Republics, União de Nações Sul-Americanas",https://zh.wikipedia.org/wiki/南美洲国家联盟,https://zh-yue.wikipedia.org/wiki/南美洲國家聯盟,,https://en.wikipedia.org/wiki/Union of South American Nations,,
Q4246,item,Category:摩尔达维亚苏维埃社会主义共和国,,,,,,Category:Moldavian Soviet Socialist Republic,维基媒体项目分类,,,,維基媒體分類,Wikimedia category,,,https://zh.wikipedia.org/wiki/Category:摩尔达维亚苏维埃社会主义共和国,,,https://en.wikipedia.org/wiki/Category:Moldavian Soviet Socialist Republic,,
Q4258,item,卡诺广场,,,,,,Place Carnot,,,,,,"square in Lyon, Auvergne-Rhône-Alpes, France",,,https://zh.wikipedia.org/wiki/卡诺广场,,,https://en.wikipedia.org/wiki/Place Carnot,,
Q4261,item,米歇尔·普拉蒂尼,米歇尔·普拉蒂尼,米歇尔·普拉蒂尼,,柏天尼,Мишел Платини,Michel Platini,,,,,,"French association football player, manager and executive",,Michel François Platini,https://zh.wikipedia.org/wiki/米歇尔·普拉蒂尼,https://zh-yue.wikipedia.org/wiki/柏天尼,https://kk.wikipedia.org/wiki/Мишел Платини,https://en.wikipedia.org/wiki/Michel Platini,,
Q4265,item,Category:貝南歷史,,,,,,Category:History of Benin,维基媒体项目分类,,,,維基媒體分類,Wikimedia category,,,https://zh.wikipedia.org/wiki/Category:貝南歷史,,,https://en.wikipedia.org/wiki/Category:History of Benin,,
Q4267,item,,,,,,,Adémar de Chabannes,,,,,,"French monk, historian, musical composer and successful literary forger",,"Ademar de Chabannes, Adhémar de Chabannes",,,,https://en.wikipedia.org/wiki/Adémar de Chabannes,,
Q4270,item,汤姆·德隆格,,,,,,Tom DeLonge,,,,,,American rock musician,湯姆·迪朗格,"Thomas Matthew DeLonge, Thomas DeLonge, Ava DeLonge, Tom delong, Tom Matthew DeLonge, Boomer, Jonas DeLonge, Big Oily Men, Tom Delonge Signature Guitar, Thomas Matthew Delonge Jr.",https://zh.wikipedia.org/wiki/湯姆·德朗,,,https://en.wikipedia.org/wiki/Tom DeLonge,,
Q4280,item,民主党,,民主党,民主黨,,,Democratic Party,西班牙政党,,西班牙政党,西班牙政黨,,political party in Spain (1849–1869),"西班牙民主黨, 西班牙民主党",Democratic Progressive Party,,,,https://en.wikipedia.org/wiki/Democratic Party (Spain),,
Q4284,item,塔拉韋拉湖,,,,,,Lake Tarawera,,,,,,lake in the North Island of New Zealand,,Tarawera Lake,https://zh.wikipedia.org/wiki/塔拉韋拉湖,,,https://en.wikipedia.org/wiki/Lake Tarawera,,
Q4290,item,投资,,,,投資,Инвестиция,investment,透過完善的分析，對於本金、收益可達一定程度的預估，將資金投入那些預期有所增長的標的上,,,,,set of actions with the intent of earning profit,,"investing, economic investment, capital investment, property investment, financial investment, invest, investment contract",https://zh.wikipedia.org/wiki/投资,https://zh-yue.wikipedia.org/wiki/投資,https://kk.wikipedia.org/wiki/Инвестиция,https://en.wikipedia.org/wiki/Investment,,
Q4291,item,,,,,,,Ante Bilobrk,,,,,,national hero of Yugoslavia (1919-1943),,,,,,,,
Q4293,item,喬·阿布拉漢姆斯,,,,,,Jon Abrahams,美國演員,,,,,American film and television actor,,"Jonny Abrahams, Johnny Abrahams, Jon Avery Abrahams",https://zh.wikipedia.org/wiki/喬·阿布拉漢姆斯,,,https://en.wikipedia.org/wiki/Jon Abrahams,,
Q4299,item,肯因與甘布爾,,,,,,Coheed and Cambria,,,,,,American rock band,,"Coheed, CoCa",,,,https://en.wikipedia.org/wiki/Coheed and Cambria,,
Q4312,item,,,,,,,Category:Colleges of music,维基媒体项目分类,,,,維基媒體分類,Wikimedia category,,,,,,,,
Q4318,item,塞奥彭普斯,,,,,,Theopompus,,,,,,Greek historian and rhetorician (c.380–c.315 BC),泰奧彭波斯,Theopompus of Chios,https://zh.wikipedia.org/wiki/塞奥彭普斯,,,https://en.wikipedia.org/wiki/Theopompus,,
Q4319,item,以母語人口排序的語言列表,,,以母語人口排序的語言列表,各話人口一覽,сөйлеушілер саны бойынша тілдер тізімі,list of languages by number of native speakers,維基媒體列表條目,维基媒体列表条目,维基媒体列表条目,維基媒體列表條目,,Wikimedia list article,"主要语言人口列表, 主要語言人口列表","list of languages by amount of speakers, most commonly spoken Languages worldwide, number of native speakers, list of languages by total speakers, list of languages by total native speakers, list of languages by native speakers, most spoken languages, list of most spoken native languages, languages by total speakers, list of the most spoken native languages, languages by number of speakers, most spoken languages of the world, list of languages with most native speakers, most-spoken languages, L1",https://zh.wikipedia.org/wiki/以母語人口排序的語言列表,https://zh-yue.wikipedia.org/wiki/各話人口一覽,https://kk.wikipedia.org/wiki/Сөйлеушілер саны бойынша тілдер тізімі,https://en.wikipedia.org/wiki/List of languages by number of native speakers,,
Q4328,item,,,,,,,Alberich of Reims,,,,,,Archbishop of Bourges,,,,,,https://en.wikipedia.org/wiki/Alberich of Reims,,
Q4334,item,花音,,,,,,grace note,,,,,,"note meant to be played as one that quickly ""slides"" or ""glides"" to another note",倚音,grace notes,https://zh.wikipedia.org/wiki/花音 (音樂),,,https://en.wikipedia.org/wiki/Grace note,,
